transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000368300.4	LMNA	1	156084709	156108897	1995	12	4.05263812183281e-05	1.08261977870249e-05	2.71736986560438e-05	2.5264847752594e-06
ENST00000532414.2	MEX3A	1	156046364	156051789	1563	2	1.3132885198696e-05	4.52071810265402e-06	8.10843455224649e-06	5.03732543795504e-07
ENST00000368033.3	CD244	1	160801136	160832467	1113	9	1.50342616919476e-05	4.22275934669759e-06	9.050089481e-06	1.76141286425e-06
ENST00000368336.5	DAP3	1	155679570	155708033	1197	12	1.7452662256241e-05	4.46098610049099e-06	1.1219240472e-05	1.77243568375e-06
ENST00000368235.3	APOA1BP	1	156561596	156563876	867	6	1.72685974651732e-05	5.28822802367318e-06	1.0846044871e-05	1.1343245705e-06
ENST00000359511.4	SLC25A44	1	156169638	156180222	945	3	1.51582990732251e-05	3.44006478847507e-06	9.765824996e-06	1.95240928875e-06
ENST00000368223.3	NES	1	156639113	156647056	4866	4	7.78140158270091e-05	2.24050156077585e-05	4.94969819830006e-05	5.91201823624998e-06
ENST00000368192.4	ETV3	1	157094632	157106144	1539	4	9.99557890238155e-06	2.36391811595699e-06	6.86557338780804e-06	7.66087398616515e-07
ENST00000437809.1	GON4L	1	155720374	155823571	6723	31	9.00533668185589e-05	2.25150536448088e-05	5.88394618520001e-05	8.69885132174998e-06
ENST00000368352.5	RUSC1	1	155291564	155300362	2709	9	5.23871275284924e-05	1.58296349837423e-05	3.31766483630001e-05	3.38084418175e-06
ENST00000368168.3	CD1B	1	158298025	158301213	1002	6	1.48434772572077e-05	3.67514318320777e-06	9.06058776999997e-06	2.107746304e-06
ENST00000308987.5	CKS1B	1	154947221	154951253	240	3	1.96629000863275e-06	5.49962294949218e-07	1.17248249546044e-06	2.43845218223087e-07
ENST00000427683.2	EFNA4	1	155036299	155041649	624	4	1.13772966694525e-05	3.27950180120248e-06	7.027938095e-06	1.06985677325e-06
ENST00000368395.1	MUC1	1	155158610	155162634	1428	8	1.07701138664436e-05	3.50251918324e-06	6.52504471854734e-06	7.42549964656291e-07
ENST00000368061.2	VANGL2	1	160385627	160395168	1566	7	3.32895402184082e-05	9.03724035640821e-06	2.1572214812e-05	2.68008505e-06
ENST00000339922.3	VHLL	1	156268560	156268980	420	1	7.73088027231504e-06	2.14069011356504e-06	4.705032536e-06	8.8515762275e-07
ENST00000361170.2	IQGAP3	1	156496277	156542321	4896	38	8.08943295337867e-05	2.07088503537861e-05	5.08810036970006e-05	9.30447548299998e-06
ENST00000368358.3	HCN3	1	155247381	155258254	2325	8	4.91404615528985e-05	1.31778620653985e-05	3.3558504226e-05	2.4040952615e-06
ENST00000295542.1	DCST1	1	155006512	155023344	2121	16	4.26254271690911e-05	1.14852198875912e-05	2.73473004649999e-05	3.7929068165e-06
ENST00000368144.2	OR6K6	1	158724605	158725637	1032	1	1.25736376187429e-05	3.42117436024291e-06	8.48934135200001e-06	6.631219065e-07
ENST00000368324.4	SYT11	1	155829552	155851299	1296	4	2.04270469643054e-05	5.7333211545554e-06	1.3301449295e-05	1.39227651475e-06
ENST00000361531.2	MRPL24	1	156707189	156708496	651	5	1.15780225047745e-05	2.55907639477452e-06	7.50665445099999e-06	1.512291659e-06
ENST00000454449.2	ETV3L	1	157062440	157069315	1086	5	1.77803535262311e-05	5.04943991948108e-06	1.1026437478e-05	1.70447612875e-06
ENST00000368170.3	CD1C	1	158259854	158263266	1002	6	1.44162410726693e-05	3.77810607716925e-06	8.66409930700001e-06	1.9740356885e-06
ENST00000368152.1	OR10R2	1	158449667	158450675	1008	1	1.22498368562402e-05	3.49204338349019e-06	8.26007032600001e-06	4.9772314675e-07
ENST00000368002.3	USP21	1	161130430	161135237	1698	12	3.29718824976862e-05	6.59169319618623e-06	2.1162216634e-05	5.21797266750001e-06
ENST00000368174.4	CD5L	1	157801753	157811491	1044	6	1.77976737120729e-05	4.6430475948229e-06	1.1108655913e-05	2.04597020425e-06
ENST00000368081.4	ATP1A4	1	160121830	160156489	3090	22	5.20931956024319e-05	1.42652914249319e-05	3.2730971622e-05	5.09693255550001e-06
ENST00000302101.5	NHLH1	1	160340521	160340923	402	1	7.29925668872169e-06	2.07950701876319e-06	4.819871692524e-06	3.99877977434501e-07
ENST00000361168.5	CLK2	1	155233008	155240768	1497	12	3.25250499991209e-05	6.24611015562096e-06	2.13178917989999e-05	4.9610480445e-06
ENST00000368124.4	CADM3	1	159141555	159170712	1299	10	2.34666433427254e-05	7.16669453572537e-06	1.4280567538e-05	2.019381269e-06
ENST00000368093.3	SLAMF9	1	159921450	159923927	870	4	1.12476544142155e-05	2.84606603846552e-06	6.925933802e-06	1.47565457375e-06
ENST00000417934.2	ZBTB7B	1	154983395	154989161	1722	3	3.09422102651893e-05	8.96790196118927e-06	2.023147552e-05	1.742832784e-06
ENST00000368078.3	CASQ1	1	160160541	160171166	1191	11	1.90834299851044e-05	5.94941150485443e-06	1.1345461662e-05	1.78855681825e-06
ENST00000361084.5	RAB25	1	156031191	156040078	642	5	1.21999934234374e-05	3.09431982293744e-06	7.572255763e-06	1.5334178375e-06
ENST00000405535.2	TMEM79	1	156255017	156261389	1185	3	2.47079642715944e-05	7.20863726184443e-06	1.5844286471e-05	1.65504053875e-06
ENST00000368097.4	TAGLN2	1	159888589	159890299	600	4	1.08641502114085e-05	2.78403110890852e-06	6.86374393800001e-06	1.2163751645e-06
ENST00000356657.6	FDPS	1	155279580	155290400	1260	10	2.1150688273728e-05	5.54289315247798e-06	1.3665555037e-05	1.94224008425e-06
ENST00000361813.5	SMG5	1	156220377	156252471	3051	22	5.01996224550194e-05	1.24513387872694e-05	3.250010706e-05	5.24817660775001e-06
ENST00000368130.4	AIM2	1	159032481	159043289	1032	5	1.42372024085743e-05	3.70790834257433e-06	9.46349178500001e-06	1.065802281e-06
ENST00000368099.4	CCDC19	1	159842274	159869888	1656	12	2.88779222272374e-05	5.83169472173728e-06	1.92269953210001e-05	3.8192321845e-06
ENST00000368150.1	OR10X1	1	158548708	158549689	981	1	1.13429766573309e-05	3.04890347383095e-06	7.82996761999998e-06	4.641055635e-07
ENST00000567140.1	PMF1	1	156182806	156212874	663	7	1.09460125949199e-05	3.18120425741992e-06	6.88362498e-06	8.811833575e-07
ENST00000368115.1	FCER1A	1	159272154	159277722	774	5	9.45570743592679e-06	2.51307293467678e-06	5.97680427100001e-06	9.6583023025e-07
ENST00000359610.2	OR6K2	1	158669467	158670442	975	1	1.3533355032928e-05	3.39698889917799e-06	9.14064425399998e-06	9.9572187975e-07
ENST00000368089.3	KCNJ10	1	160011182	160012322	1140	1	1.7977551978644e-05	4.348416066644e-06	1.2335222876e-05	1.293913036e-06
ENST00000361835.3	FCRL5	1	157485464	157522152	2934	17	4.1549695051791e-05	1.1766842576291e-05	2.6937085487e-05	2.8457669885e-06
ENST00000530507.1	RGS5	1	163117131	163172625	558	5	7.29973797999187e-06	1.92660570024186e-06	4.70404318500001e-06	6.6908909475e-07
ENST00000367818.3	XCL1	1	168545875	168550458	345	3	5.12638999272018e-06	1.37191989022018e-06	3.241146095e-06	5.133240075e-07
ENST00000367588.4	KIAA1614	1	180882379	180914724	3573	9	6.99173968867898e-05	2.10235945655394e-05	4.44807017050004e-05	4.41310061625001e-06
ENST00000264144.4	LAMC2	1	183155487	183212535	3582	23	5.50951384671268e-05	1.38844442726268e-05	3.5007625944e-05	6.2030682505e-06
ENST00000361580.2	KIFAP3	1	169890816	170043608	2379	20	3.16319531136776e-05	7.07047229967768e-06	1.96787620849999e-05	4.882718729e-06
ENST00000367547.3	SHCBP1L	1	182869117	182922268	1962	10	3.23784054221982e-05	9.17858939644821e-06	2.0919378364e-05	2.28043766175e-06
ENST00000367662.3	PAPPA2	1	176525458	176811590	5376	22	8.33744537897806e-05	2.24659619510303e-05	5.40490904180003e-05	6.85940142075001e-06
ENST00000367549.3	DHX9	1	182811701	182856569	3813	27	5.52269231518383e-05	1.22790605658383e-05	3.4935919373e-05	8.011943213e-06
ENST00000367797.3	F5	1	169483550	169555624	6675	25	8.76087032514334e-05	2.21236212481834e-05	5.6443036113e-05	9.04204589025e-06
ENST00000236166.3	FMO6P	1	171107350	171130203	1257	8	6.10886163044712e-06	1.60886321664193e-06	3.98980726405703e-06	5.10191149748163e-07
ENST00000367511.3	FAM129A	1	184764110	184943488	2787	14	4.23065808364989e-05	1.23878600272489e-05	2.592828004e-05	3.99044076925e-06
ENST00000236192.7	VAMP4	1	171673645	171707554	426	7	5.68383945894526e-06	1.16072100294525e-06	3.72498533100001e-06	7.98133125e-07
ENST00000271417.3	ILDR2	1	166888591	166944505	1920	10	1.10624158026467e-05	3.46437291084515e-06	6.94722067748379e-06	6.50822214317769e-07
ENST00000319416.2	TEX35	1	178482323	178491575	702	9	3.97812068197112e-06	1.03209369850808e-06	2.47020072935582e-06	4.7582625410722e-07
ENST00000287713.6	NMNAT2	1	183221775	183387402	924	11	1.71629640448305e-05	4.82852429733047e-06	1.0999099819e-05	1.3353399285e-06
ENST00000367553.1	NPL	1	182763506	182798043	963	11	4.40110342006226e-06	1.15554989644878e-06	2.83707388774751e-06	4.08479635865975e-07
ENST00000037502.6	MYOC	1	171605064	171621751	1515	3	2.38661070975281e-05	6.30681373427814e-06	1.4670885867e-05	2.88840749625e-06
ENST00000367619.3	SOAT1	1	179271819	179322776	1653	15	2.39881636358809e-05	5.76553313463085e-06	1.601306201e-05	2.20956849125e-06
ENST00000271375.4	SFT2D2	1	168195317	168211778	483	8	7.92537956901577e-06	2.25676475101576e-06	4.76499088800001e-06	9.0362393e-07
ENST00000367559.3	RNASEL	1	182544526	182555941	2226	6	3.17186564982567e-05	8.61802283725675e-06	2.0484777645e-05	2.615856016e-06
ENST00000258302.4	RGS8	1	182615869	182641959	597	6	8.58353833541841e-06	2.22436324841841e-06	5.390064272e-06	9.69110815e-07
ENST00000209884.4	KLHL20	1	173685182	173754385	1830	11	2.86565909874931e-05	6.32123795874308e-06	1.8729776458e-05	3.60557657075e-06
ENST00000361641.1	TSEN15	1	184020889	184041981	516	5	3.19949082191235e-06	1.00458093875757e-06	1.93148145571207e-06	2.63428427442715e-07
ENST00000367943.4	DUSP12	1	161719591	161726737	1023	6	1.82877356495702e-05	5.16377624932024e-06	1.1346347259e-05	1.77761214125e-06
ENST00000254521.3	HSD17B7	1	162760590	162782210	1026	9	1.38174030299566e-05	3.79507433420655e-06	8.789072209e-06	1.23325648675e-06
ENST00000367969.3	FCGR3A	1	161512801	161519634	873	5	1.0452204494286e-05	2.90674550878599e-06	6.394119042e-06	1.1513399435e-06
ENST00000367573.2	CACNA1E	1	181452880	181767970	6942	48	0.00012294857318298	3.20743294192306e-05	7.99346492519996e-05	1.093959451175e-05
ENST00000271450.6	FCGR2A	1	161475257	161487938	954	7	1.40290278462026e-05	4.12575051245261e-06	8.88967971899999e-06	1.01359761475e-06
ENST00000367959.2	FCRLA	1	161677003	161683170	1149	6	1.55806736555227e-05	4.33380918327275e-06	9.86158523699999e-06	1.38527923525e-06
ENST00000258341.4	LAMC1	1	182992851	183111925	4830	28	8.19786258913882e-05	2.2939935187388e-05	5.21482222400002e-05	6.89046846400001e-06
ENST00000359523.2	MPZL1	1	167691388	167757158	810	6	1.39494889772316e-05	4.27784296523163e-06	8.58285464099999e-06	1.088791371e-06
ENST00000359842.5	RXRG	1	165370499	165414130	1392	10	2.21946603857522e-05	5.57899302500224e-06	1.4389286095e-05	2.22638126575e-06
ENST00000361897.5	NOS1AP	1	162039967	162337257	1521	10	3.07798091802207e-05	9.94482376072069e-06	1.8572736187e-05	2.2622492325e-06
ENST00000441535.1	FMO2	1	171154852	171178092	1416	8	1.98757378951576e-05	4.95896366065762e-06	1.3072085458e-05	1.8446887765e-06
ENST00000367763.3	GORAB	1	170501289	170521603	1185	5	1.89544114144372e-05	4.7354459251873e-06	1.19584822909999e-05	2.26048319825e-06
ENST00000361539.4	BRINP2	1	177199012	177250664	2352	7	3.80152547311727e-05	9.76822334367268e-06	2.5153955169e-05	3.0930762185e-06
ENST00000367975.2	SDHC	1	161284195	161332223	510	6	8.1007826083009e-06	1.9591579143009e-06	5.15488476e-06	9.86739934e-07
ENST00000367759.4	MROH9	1	170914697	171033481	2586	21	1.22502614934677e-05	3.34776407358902e-06	7.47283912165413e-06	1.4296582982246e-06
ENST00000367612.3	TOR1AIP2	1	179815205	179821800	1413	4	1.78491437871927e-05	4.90684032644275e-06	1.1286035973e-05	1.65626748775e-06
ENST00000239462.4	TNN	1	175046554	175116207	3900	18	7.18355669304891e-05	2.14891461189889e-05	4.48334194990002e-05	5.51300131250002e-06
ENST00000367714.3	SLC9C2	1	173470232	173570915	3375	27	4.21700344175319e-05	9.99085357328207e-06	2.76165302189998e-05	4.56265062525e-06
ENST00000367755.4	FMO3	1	171061799	171086582	1599	8	2.19429995202986e-05	5.7815592085487e-06	1.41582073579999e-05	2.00323295375e-06
ENST00000367879.4	UCK2	1	165797070	165877060	786	7	1.49642036927287e-05	4.4719715662287e-06	9.343723579e-06	1.1485085475e-06
ENST00000367635.3	RALGPS2	1	178745899	178885494	1752	19	2.45445843634557e-05	6.29330283270577e-06	1.47209143709999e-05	3.53036715975e-06
ENST00000367935.5	C1orf111	1	162343837	162346580	786	3	1.17873782186124e-05	3.15869203736245e-06	7.62303480399999e-06	1.00565137725e-06
ENST00000367749.3	FMO4	1	171288964	171310978	1677	8	2.19744798713581e-05	5.32344587460822e-06	1.41157438619999e-05	2.53529013475e-06
ENST00000338353.3	FAM78B	1	166039477	166135485	786	2	1.44861704520665e-05	3.98376766481651e-06	9.71117795499999e-06	7.9122483225e-07
ENST00000367721.2	FASLG	1	172628341	172635156	846	4	1.19062794930294e-05	3.44168917527944e-06	7.48808680500001e-06	9.7650351275e-07
ENST00000333279.2	ANKRD45	1	173579283	173628557	801	5	9.83486601893212e-06	2.3074603779321e-06	6.41814465300002e-06	1.109260988e-06
ENST00000367535.3	NCF2	1	183525252	183559464	1581	15	2.32587319971776e-05	5.9385230884276e-06	1.4425206007e-05	2.89500290175e-06
ENST00000367618.3	AXDND1	1	179335644	179523654	3039	25	3.92789920280614e-05	9.7165664088116e-06	2.43417063659998e-05	5.22071925325002e-06
ENST00000235307.6	C1orf21	1	184446643	184588690	366	5	3.7756682381407e-06	1.04126408664102e-06	2.32749940483139e-06	4.06904746668288e-07
ENST00000294794.3	OLFML2B	1	161953464	161993220	2253	8	4.36755597109919e-05	1.32326037494919e-05	2.6718569104e-05	3.7243868575e-06
ENST00000367627.3	TOR3A	1	179051263	179064353	1194	6	2.36699367527774e-05	7.29025358027737e-06	1.4931686815e-05	1.4479963575e-06
ENST00000367875.1	POGK	1	166810193	166819646	1830	4	3.26275249775289e-05	8.84590242502895e-06	2.0957377827e-05	2.8242447255e-06
ENST00000367685.2	GPR52	1	174417249	174418335	1086	1	1.57617612755425e-05	3.70964937329246e-06	1.0610262561e-05	1.44184934125e-06
ENST00000367727.4	C1orf105	1	172390025	172437734	552	7	2.33081838112407e-06	5.90353763764798e-07	1.5058920683208e-06	2.34572549038478e-07
ENST00000404377.3	TNFSF18	1	173010506	173020102	600	3	6.80128135575565e-06	1.66867184725563e-06	4.41546267600002e-06	7.171468325e-07
ENST00000367851.4	ADCY10	1	167778914	167874378	4833	32	6.61753322802582e-05	1.66522904410082e-05	4.1915002925e-05	7.60803891425e-06
ENST00000263686.6	SELP	1	169559385	169599312	2493	16	3.68832281515553e-05	1.02249792740553e-05	2.277710725e-05	3.8811416275e-06
ENST00000263688.3	SUCO	1	172502575	172579399	3765	24	4.8208909265937e-05	1.16912239719372e-05	3.07783668749998e-05	5.73931841900001e-06
ENST00000281834.3	TNFSF4	1	173155654	173176315	552	3	6.83119452486884e-06	1.88758812611883e-06	4.25470437300001e-06	6.8890202575e-07
ENST00000367817.3	DPT	1	168665786	168698412	606	4	1.04197588087962e-05	2.60292420479625e-06	6.52462467199999e-06	1.292209932e-06
ENST00000606911.2	TOR1AIP1	1	179851637	179887374	1752	10	3.13711005108127e-05	8.14380870131281e-06	1.93141484649999e-05	3.91314334450001e-06
ENST00000533357.1	MPZ	1	161275665	161279695	747	6	1.40951767396524e-05	4.28109131340238e-06	8.92493958299997e-06	8.8914584325e-07
ENST00000444136.1	TDRD5	1	179561750	179660078	3108	17	4.29566104274305e-05	1.06822897446806e-05	2.67614991769999e-05	5.51282150575001e-06
ENST00000367498.3	IVNS1ABP	1	185267166	185278625	1929	13	2.61215683129808e-05	6.03366750423089e-06	1.61443617249999e-05	3.94353908375e-06
ENST00000358155.4	DNM3	1	171810796	172376981	2592	21	4.25645975705709e-05	1.11403190330709e-05	2.6820657254e-05	4.6036212835e-06
ENST00000310392.4	METTL18	1	169761717	169762836	1119	1	1.18367745249827e-05	2.88623715273268e-06	7.90796326800002e-06	1.04257410425e-06
ENST00000286031.6	C1orf112	1	169770046	169822128	2562	22	3.18264147400279e-05	8.04512575877799e-06	2.03235622619999e-05	3.45772671925e-06
ENST00000294854.8	RGSL1	1	182419300	182525192	3231	21	1.83855280587412e-05	4.42943575210476e-06	1.21377811768266e-05	1.81831112980978e-06
ENST00000421743.2	RGS4	1	163038724	163044350	909	6	7.86668985475085e-06	1.91836999075084e-06	5.13762774100001e-06	8.10692123e-07
ENST00000537209.1	GPR161	1	168054768	168104159	1650	6	2.70490064610598e-05	7.92740752105978e-06	1.7184142478e-05	1.937456462e-06
ENST00000341785.4	FAM163A	1	179782232	179783324	504	2	9.94951486888602e-06	3.32621528588603e-06	6.19929056699999e-06	4.24009016e-07
ENST00000258301.5	STX6	1	180945705	180991809	768	8	1.12939377402616e-05	2.67251071776162e-06	7.35618762300002e-06	1.2652393995e-06
ENST00000367819.2	XCL2	1	168510189	168513202	345	3	3.88158173348911e-06	1.05462292643657e-06	2.44410369883269e-06	3.82855108219844e-07
ENST00000367833.2	TIPRL	1	168148315	168169284	819	7	1.25466142575238e-05	3.4600430770238e-06	7.61279197900001e-06	1.4737792015e-06
ENST00000507469.1	SMG7	1	183441755	183522336	3537	23	4.67683198743363e-05	1.17539252190865e-05	2.86620337139998e-05	6.35236094124999e-06
ENST00000420696.2	PBX1	1	164529059	164815913	1293	9	2.38688419425602e-05	6.96218363881023e-06	1.4542994709e-05	2.36366359475e-06
ENST00000251507.4	RABGAP1L	1	174188295	174927042	2448	20	1.13355767491846e-05	2.80975767356744e-06	7.05305484196106e-06	1.47276423365608e-06
ENST00000319387.2	C1orf220	1	178514055	178514560	321	2	1.56417033375102e-06	4.30595239951625e-07	1.00109197938608e-06	1.32483114413316e-07
ENST00000367821.3	TBX19	1	168250328	168282240	1347	8	2.22852169138231e-05	6.78577612207313e-06	1.3794250431e-05	1.70519036075e-06
ENST00000489294.1	UHMK1	1	162467790	162492340	1260	8	2.10797388053528e-05	6.21701015135276e-06	1.3313493558e-05	1.549235096e-06
ENST00000367510.3	RNF2	1	185056685	185069433	1011	6	1.36877457461276e-05	3.13566169837757e-06	8.673566379e-06	1.87851766875e-06
ENST00000354841.4	FMO1	1	171227226	171254683	1599	8	2.16349265630465e-05	5.23946290354647e-06	1.3557133061e-05	2.8383305985e-06
ENST00000361200.2	DUSP27	1	167064086	167097845	3477	5	5.9745919439256e-05	1.74966479530058e-05	3.82624835200002e-05	3.98678796625001e-06
ENST00000367595.3	ACBD6	1	180257497	180471401	849	8	1.23882746176546e-05	3.60112547640455e-06	7.38009904300002e-06	1.40705009825e-06
ENST00000294818.1	LRRC52	1	165513533	165533061	942	2	1.51202993928478e-05	4.50487078784782e-06	9.47562491899999e-06	1.139803686e-06
ENST00000367558.5	RGS16	1	182569426	182573394	609	5	1.02405301490272e-05	2.99181560002719e-06	6.39047832e-06	8.58236229e-07
ENST00000531221.1	FCGR3B	1	161594304	161600992	810	5	9.42273789165289e-06	2.68763766415289e-06	5.892928396e-06	8.421718315e-07
ENST00000356198.2	CENPL	1	173769585	173780437	1173	5	1.24673279834693e-05	3.0704854624693e-06	7.80777718100001e-06	1.58906534e-06
ENST00000361927.4	COLGALT2	1	183907894	184006491	1881	12	3.37025387315007e-05	9.45173997325057e-06	2.08166023070001e-05	3.43419645125e-06
ENST00000362089.5	CD247	1	167400917	167487702	495	8	1.01366420417967e-05	3.12129707579673e-06	5.806440621e-06	1.208904345e-06
ENST00000367929.2	SH2D1B	1	162367069	162381806	399	4	5.74742653540205e-06	1.47314230815204e-06	3.45434185400001e-06	8.1994237325e-07
ENST00000263726.2	LHX4	1	180199664	180243714	1173	6	2.16236143017692e-05	6.28843857976917e-06	1.350207352e-05	1.833102202e-06
ENST00000304685.4	RGL1	1	183711292	183895426	2412	18	3.62449510702357e-05	9.71042257548579e-06	2.27403105829999e-05	3.79421791175001e-06
ENST00000367910.1	C1orf110	1	162824554	162829436	909	3	1.08825293735003e-05	2.83430883175027e-06	7.12593642200002e-06	9.2228411975e-07
ENST00000367881.5	TMCO1	1	165697259	165738141	720	7	8.96186889985915e-06	2.15158444260914e-06	5.13966708700001e-06	1.67061737025e-06
ENST00000367506.5	TRMT1L	1	185089150	185125844	2202	15	2.99652021838986e-05	7.44666308964858e-06	1.8981854518e-05	3.53668457625e-06
ENST00000236137.5	SLC19A2	1	169435086	169455004	1494	6	2.44849157319625e-05	7.04444053571252e-06	1.5565393803e-05	1.87508139325e-06
ENST00000367772.4	SCYL3	1	169822853	169857981	2229	13	2.951866992973e-05	7.84052421798014e-06	1.86131736239999e-05	3.06497208775e-06
ENST00000367669.3	RFWD2	1	175914288	176176114	2196	20	3.7649307575639e-05	1.0973551000139e-05	2.2181503419e-05	4.49425315650001e-06
ENST00000361951.4	DARS2	1	173794367	173826843	1938	17	2.69520451425434e-05	6.16865663229349e-06	1.71131684619999e-05	3.67022004825e-06
ENST00000367649.3	RASAL2	1	178063627	178442374	3843	18	6.11943221982453e-05	1.52660330192452e-05	4.02315777310001e-05	5.69671144800001e-06
